codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
002959,INTERNACOES 2959,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
002960,OBSTETRICIA 2960,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
002961,ODONTOLOGIA 2961,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
002962,CONSULTAS 2962,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
002963,EXAMES 2963,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
002964,TERAPIAS 2964,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
002965,CIRURGIAS 2965,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
002966,INTERNACOES 2966,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
002967,OBSTETRICIA 2967,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
002968,ODONTOLOGIA 2968,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
002969,CONSULTAS 2969,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
002970,EXAMES 2970,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
002971,TERAPIAS 2971,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
002972,CIRURGIAS 2972,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
002973,INTERNACOES 2973,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
002974,OBSTETRICIA 2974,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
002975,ODONTOLOGIA 2975,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
002976,CONSULTAS 2976,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
002977,EXAMES 2977,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
002978,TERAPIAS 2978,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
002979,CIRURGIAS 2979,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
002980,INTERNACOES 2980,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
002981,OBSTETRICIA 2981,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
002982,ODONTOLOGIA 2982,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
002983,CONSULTAS 2983,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
002984,EXAMES 2984,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
002985,TERAPIAS 2985,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
002986,CIRURGIAS 2986,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
002987,INTERNACOES 2987,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
002988,OBSTETRICIA 2988,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
002989,ODONTOLOGIA 2989,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
002990,CONSULTAS 2990,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
002991,EXAMES 2991,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
002992,TERAPIAS 2992,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
002993,CIRURGIAS 2993,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
002994,INTERNACOES 2994,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
002995,OBSTETRICIA 2995,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
002996,ODONTOLOGIA 2996,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
002997,CONSULTAS 2997,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
002998,EXAMES 2998,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
002999,TERAPIAS 2999,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
003000,CIRURGIAS 3000,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
003001,INTERNACOES 3001,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
003002,OBSTETRICIA 3002,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
003003,ODONTOLOGIA 3003,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
003004,CONSULTAS 3004,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
003005,EXAMES 3005,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
003006,TERAPIAS 3006,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
003007,CIRURGIAS 3007,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
003008,INTERNACOES 3008,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
003009,OBSTETRICIA 3009,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
003010,ODONTOLOGIA 3010,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
003011,CONSULTAS 3011,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
003012,EXAMES 3012,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
003013,TERAPIAS 3013,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
003014,CIRURGIAS 3014,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
003015,INTERNACOES 3015,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
003016,OBSTETRICIA 3016,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
003017,ODONTOLOGIA 3017,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
003018,CONSULTAS 3018,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
003019,EXAMES 3019,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
003020,TERAPIAS 3020,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
003021,CIRURGIAS 3021,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
003022,INTERNACOES 3022,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
003023,OBSTETRICIA 3023,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
003024,ODONTOLOGIA 3024,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
003025,CONSULTAS 3025,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
003026,EXAMES 3026,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
003027,TERAPIAS 3027,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
003028,CIRURGIAS 3028,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
003029,INTERNACOES 3029,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
003030,OBSTETRICIA 3030,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
003031,ODONTOLOGIA 3031,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
003032,CONSULTAS 3032,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
003033,EXAMES 3033,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
003034,TERAPIAS 3034,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
003035,CIRURGIAS 3035,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
003036,INTERNACOES 3036,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
003037,OBSTETRICIA 3037,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
003038,ODONTOLOGIA 3038,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
003039,CONSULTAS 3039,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
003040,EXAMES 3040,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
003041,TERAPIAS 3041,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
003042,CIRURGIAS 3042,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
003043,INTERNACOES 3043,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
003044,OBSTETRICIA 3044,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
003045,ODONTOLOGIA 3045,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
003046,CONSULTAS 3046,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
003047,EXAMES 3047,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
003048,TERAPIAS 3048,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
003049,CIRURGIAS 3049,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
003050,INTERNACOES 3050,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
003051,OBSTETRICIA 3051,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
003052,ODONTOLOGIA 3052,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
003053,CONSULTAS 3053,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
003054,EXAMES 3054,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
003055,TERAPIAS 3055,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
003056,CIRURGIAS 3056,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
003057,INTERNACOES 3057,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
003058,OBSTETRICIA 3058,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
003059,ODONTOLOGIA 3059,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
003060,CONSULTAS 3060,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
003061,EXAMES 3061,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
003062,TERAPIAS 3062,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
003063,CIRURGIAS 3063,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
003064,INTERNACOES 3064,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
003065,OBSTETRICIA 3065,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
003066,ODONTOLOGIA 3066,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
003067,CONSULTAS 3067,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
003068,EXAMES 3068,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
003069,TERAPIAS 3069,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
003070,CIRURGIAS 3070,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
003071,INTERNACOES 3071,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
003072,OBSTETRICIA 3072,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
003073,ODONTOLOGIA 3073,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
003074,CONSULTAS 3074,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
003075,EXAMES 3075,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
003076,TERAPIAS 3076,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
003077,CIRURGIAS 3077,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
003078,INTERNACOES 3078,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
003079,OBSTETRICIA 3079,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
003080,ODONTOLOGIA 3080,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
003081,CONSULTAS 3081,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
003082,EXAMES 3082,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
003083,TERAPIAS 3083,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
003084,CIRURGIAS 3084,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
003085,INTERNACOES 3085,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
003086,OBSTETRICIA 3086,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
003087,ODONTOLOGIA 3087,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
003088,CONSULTAS 3088,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
003089,EXAMES 3089,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
003090,TERAPIAS 3090,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
003091,CIRURGIAS 3091,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
003092,INTERNACOES 3092,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
003093,OBSTETRICIA 3093,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
003094,ODONTOLOGIA 3094,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
003095,CONSULTAS 3095,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
003096,EXAMES 3096,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
003097,TERAPIAS 3097,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
003098,CIRURGIAS 3098,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
003099,INTERNACOES 3099,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
003100,OBSTETRICIA 3100,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
003101,ODONTOLOGIA 3101,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
003102,CONSULTAS 3102,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
003103,EXAMES 3103,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
003104,TERAPIAS 3104,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
003105,CIRURGIAS 3105,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
003106,INTERNACOES 3106,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
003107,OBSTETRICIA 3107,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
003108,ODONTOLOGIA 3108,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
003109,CONSULTAS 3109,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
003110,EXAMES 3110,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
003111,TERAPIAS 3111,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
003112,CIRURGIAS 3112,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
003113,INTERNACOES 3113,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
003114,OBSTETRICIA 3114,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
003115,ODONTOLOGIA 3115,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
003116,CONSULTAS 3116,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
003117,EXAMES 3117,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
003118,TERAPIAS 3118,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
003119,CIRURGIAS 3119,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
003120,INTERNACOES 3120,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
003121,OBSTETRICIA 3121,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
003122,ODONTOLOGIA 3122,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
003123,CONSULTAS 3123,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
003124,EXAMES 3124,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
003125,TERAPIAS 3125,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
003126,CIRURGIAS 3126,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
003127,INTERNACOES 3127,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
003128,OBSTETRICIA 3128,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
003129,ODONTOLOGIA 3129,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
003130,CONSULTAS 3130,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
003131,EXAMES 3131,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
003132,TERAPIAS 3132,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
003133,CIRURGIAS 3133,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
003134,INTERNACOES 3134,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
003135,OBSTETRICIA 3135,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
003136,ODONTOLOGIA 3136,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
003137,CONSULTAS 3137,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
003138,EXAMES 3138,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
003139,TERAPIAS 3139,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
003140,CIRURGIAS 3140,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
003141,INTERNACOES 3141,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
003142,OBSTETRICIA 3142,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
003143,ODONTOLOGIA 3143,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
003144,CONSULTAS 3144,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
003145,EXAMES 3145,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
003146,TERAPIAS 3146,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
003147,CIRURGIAS 3147,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
003148,INTERNACOES 3148,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
003149,OBSTETRICIA 3149,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
003150,ODONTOLOGIA 3150,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
003151,CONSULTAS 3151,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
003152,EXAMES 3152,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
003153,TERAPIAS 3153,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
003154,CIRURGIAS 3154,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
003155,INTERNACOES 3155,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
003156,OBSTETRICIA 3156,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
003157,ODONTOLOGIA 3157,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
003158,CONSULTAS 3158,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
003159,EXAMES 3159,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
003160,TERAPIAS 3160,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
003161,CIRURGIAS 3161,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
003162,INTERNACOES 3162,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
003163,OBSTETRICIA 3163,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
003164,ODONTOLOGIA 3164,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
003165,CONSULTAS 3165,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
003166,EXAMES 3166,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
003167,TERAPIAS 3167,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
003168,CIRURGIAS 3168,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
003169,INTERNACOES 3169,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
003170,OBSTETRICIA 3170,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
003171,ODONTOLOGIA 3171,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
003172,CONSULTAS 3172,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
003173,EXAMES 3173,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
003174,TERAPIAS 3174,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
003175,CIRURGIAS 3175,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
003176,INTERNACOES 3176,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
003177,OBSTETRICIA 3177,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
003178,ODONTOLOGIA 3178,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
003179,CONSULTAS 3179,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
003180,EXAMES 3180,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
003181,TERAPIAS 3181,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
003182,CIRURGIAS 3182,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
003183,INTERNACOES 3183,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
003184,OBSTETRICIA 3184,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
003185,ODONTOLOGIA 3185,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
003186,CONSULTAS 3186,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
003187,EXAMES 3187,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
003188,TERAPIAS 3188,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
003189,CIRURGIAS 3189,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
003190,INTERNACOES 3190,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
003191,OBSTETRICIA 3191,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
003192,ODONTOLOGIA 3192,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
003193,CONSULTAS 3193,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
003194,EXAMES 3194,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
003195,TERAPIAS 3195,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
003196,CIRURGIAS 3196,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
003197,INTERNACOES 3197,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
003198,OBSTETRICIA 3198,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
003199,ODONTOLOGIA 3199,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
003200,CONSULTAS 3200,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
003201,EXAMES 3201,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
003202,TERAPIAS 3202,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
003203,CIRURGIAS 3203,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
003204,INTERNACOES 3204,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
003205,OBSTETRICIA 3205,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
003206,ODONTOLOGIA 3206,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
003207,CONSULTAS 3207,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
003208,EXAMES 3208,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
003209,TERAPIAS 3209,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
003210,CIRURGIAS 3210,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
003211,INTERNACOES 3211,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
003212,OBSTETRICIA 3212,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
003213,ODONTOLOGIA 3213,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
003214,CONSULTAS 3214,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
003215,EXAMES 3215,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
003216,TERAPIAS 3216,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
003217,CIRURGIAS 3217,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
003218,INTERNACOES 3218,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
003219,OBSTETRICIA 3219,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
003220,ODONTOLOGIA 3220,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
003221,CONSULTAS 3221,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
003222,EXAMES 3222,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
003223,TERAPIAS 3223,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
003224,CIRURGIAS 3224,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
003225,INTERNACOES 3225,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
003226,OBSTETRICIA 3226,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
003227,ODONTOLOGIA 3227,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
003228,CONSULTAS 3228,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
003229,EXAMES 3229,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
003230,TERAPIAS 3230,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
003231,CIRURGIAS 3231,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
003232,INTERNACOES 3232,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
003233,OBSTETRICIA 3233,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
003234,ODONTOLOGIA 3234,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
003235,CONSULTAS 3235,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
003236,EXAMES 3236,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
003237,TERAPIAS 3237,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
003238,CIRURGIAS 3238,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
003239,INTERNACOES 3239,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
003240,OBSTETRICIA 3240,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
003241,ODONTOLOGIA 3241,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
003242,CONSULTAS 3242,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
003243,EXAMES 3243,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
003244,TERAPIAS 3244,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
003245,CIRURGIAS 3245,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
003246,INTERNACOES 3246,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
003247,OBSTETRICIA 3247,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
